,Category,Rating,Installs,Content_Rating,Last_Updated_Year,Min_Android_Ver,Reviews
83,AUTO_AND_VEHICLES,4.3,100000,Everyone,2018,2.3,348.0
84,AUTO_AND_VEHICLES,4.6,1000000,Everyone,2018,4.1,13372.0
85,AUTO_AND_VEHICLES,4.6,100000,Everyone,2018,4.1,7880.0
86,AUTO_AND_VEHICLES,4.5,100000,Everyone,2018,4.1,3617.0
87,AUTO_AND_VEHICLES,3.7,1000000,Everyone,2018,4.0,4806.0
88,AUTO_AND_VEHICLES,4.6,1000000,Everyone,2018,4.0,65786.0
89,AUTO_AND_VEHICLES,4.6,1000000,Everyone,2018,4.0,31433.0
90,AUTO_AND_VEHICLES,4.6,1000000,Everyone,2018,4.0,5097.0
91,AUTO_AND_VEHICLES,4.0,500000,Everyone,2018,4.0,1754.0
92,AUTO_AND_VEHICLES,4.4,500000,Everyone,2018,4.0,2680.0
93,AUTO_AND_VEHICLES,4.0,100000,Everyone,2018,4.0,1288.0
94,BEAUTY,4.7,500000,Everyone,2018,5.0,18900.0
95,BEAUTY,4.9,1000000,Everyone,2017,4.1,49790.0
96,BEAUTY,4.7,100000,Everyone,2018,4.1,1150.0
97,BEAUTY,3.9,500000,Everyone,2018,4.0,1739.0
98,BEAUTY,3.9,1000000,Everyone,2016,4.1,32090.0
99,BEAUTY,4.2,500000,Everyone,2018,4.1,2225.0
100,BEAUTY,4.6,100000,Everyone,2018,4.0,4369.0
101,BEAUTY,4.3,1000000,Everyone,2018,4.0,8572.0
102,BEAUTY,4.7,50000,Everyone,2018,4.2,964.0
103,BEAUTY,4.7,1000000,Everyone,2018,5.0,42050.0
104,BEAUTY,4.8,10000,Everyone,2018,4.0,104.0
105,BEAUTY,4.2,1000000,Everyone,2017,4.1,17934.0
106,BEAUTY,4.3,100000,Everyone,2018,4.0,601.0
107,BEAUTY,4.5,10000,Everyone,2018,4.0,36.0
108,BEAUTY,4.1,50000,Teen,2018,4.0,187.0
109,BEAUTY,4.2,10000,Everyone,2018,4.0,30.0
110,BEAUTY,4.5,10000,Everyone,2018,4.0,134.0
111,BEAUTY,4.4,10000,Everyone,2018,4.0,74.0
112,BEAUTY,4.0,10000000,Everyone,2017,4.1,39308.8
113,BEAUTY,4.1,500000,Everyone,2018,4.0,3595.0
114,BEAUTY,4.1,1000000,Everyone,2017,4.0,9315.0
115,BEAUTY,4.4,50000,Everyone,2017,4.0,75.0
116,BEAUTY,4.6,10000,Everyone,2018,4.0,38.0
117,BEAUTY,4.5,1000000,Everyone,2018,5.0,26834.0
118,BEAUTY,3.9,500000,Everyone,2018,4.0,2277.0
119,BEAUTY,4.4,500000,Everyone,2018,4.0,2280.0
120,BEAUTY,4.6,10000,Everyone,2018,4.1,184.0
121,BEAUTY,3.8,5000,Everyone,2018,4.0,9.0
122,BEAUTY,4.0,100000,Everyone,2018,4.0,364.0
123,BEAUTY,4.3,5000,Everyone,2018,4.0,18.0
124,BEAUTY,4.5,100000,Mature 17+,2017,1.6,473.0
125,BEAUTY,4.1,10000,Everyone,2018,4.0,66.0
126,BEAUTY,3.7,1000000,Everyone,2018,4.0,3871.0
127,BEAUTY,4.7,50000,Everyone,2017,4.0,257.0
128,BEAUTY,4.2,10000,Everyone,2018,4.0,62.0
129,BOOKS_AND_REFERENCE,4.5,50000,Everyone,2018,4.4,1857.0
130,BOOKS_AND_REFERENCE,4.6,100000,Everyone 10+,2017,4.0,4478.0
131,BOOKS_AND_REFERENCE,4.4,10000000,Everyone,2018,4.1,60713.4
132,BOOKS_AND_REFERENCE,4.5,10000000,Everyone,2015,1.5,80856.8
133,BOOKS_AND_REFERENCE,4.5,10000000,Everyone,2018,4.1,64582.8
134,BOOKS_AND_REFERENCE,4.5,10000000,Teen,2018,4.1,64582.8
135,BOOKS_AND_REFERENCE,4.5,100000,Everyone,2018,4.1,418.0
136,BOOKS_AND_REFERENCE,4.4,1000000,Teen,2018,4.0,22486.0
137,BOOKS_AND_REFERENCE,4.5,10000000,Everyone,2018,4.1,64582.8
138,BOOKS_AND_REFERENCE,4.6,500000,Everyone,2018,4.0,1435.0
139,BOOKS_AND_REFERENCE,4.8,1000000,Teen,2018,4.0,30747.2
140,BOOKS_AND_REFERENCE,4.6,5000000,Everyone,2018,2.3,90468.0
141,BOOKS_AND_REFERENCE,4.2,100000,Everyone,2018,4.0,860.0
142,BOOKS_AND_REFERENCE,4.1,10000000,Everyone,2018,4.1,82166.6
143,BOOKS_AND_REFERENCE,4.7,500000,Everyone,2018,4.0,967.0
144,BOOKS_AND_REFERENCE,4.2,10000000,Teen,2018,4.1,87873.0
145,BOOKS_AND_REFERENCE,4.3,1000000,Everyone,2018,4.1,17506.0
146,BOOKS_AND_REFERENCE,3.3,1000000,Everyone,2018,4.1,1862.0
147,BOOKS_AND_REFERENCE,4.6,500000,Everyone,2018,2.3,2084.0
148,BOOKS_AND_REFERENCE,4.8,1000000,Everyone,2018,4.1,47303.0
149,BOOKS_AND_REFERENCE,4.7,500000,Everyone,2018,4.1,19080.0
150,BOOKS_AND_REFERENCE,4.1,5000000,Everyone,2018,4.0,85842.0
151,BOOKS_AND_REFERENCE,4.6,100000,Teen,2018,4.0,7831.0
152,BOOKS_AND_REFERENCE,4.1,5000000,Mature 17+,2018,4.1,91615.0
153,BOOKS_AND_REFERENCE,4.6,500000,Everyone,2017,4.0,4620.0
154,BOOKS_AND_REFERENCE,4.7,1000000,Everyone,2018,3.0,21336.0
155,BOOKS_AND_REFERENCE,4.5,500000,Everyone,2018,4.0,26875.0
156,BOOKS_AND_REFERENCE,3.9,500000,Mature 17+,2014,2.1,1778.0
157,BOOKS_AND_REFERENCE,4.4,1000000,Everyone,2018,4.4,2709.0
158,BOOKS_AND_REFERENCE,4.3,5000000,Everyone,2018,4.1,64513.0
159,BOOKS_AND_REFERENCE,4.2,10000000,Everyone,2017,7.0,8342.0
160,BOOKS_AND_REFERENCE,4.5,100000,Everyone,2018,4.0,527.0
161,BOOKS_AND_REFERENCE,4.4,100000,Everyone,2018,4.0,1322.0
162,BOOKS_AND_REFERENCE,3.4,100000,Everyone,2016,4.0,1680.0
163,BOOKS_AND_REFERENCE,4.9,50000,Everyone,2018,3.0,2739.0
164,BOOKS_AND_REFERENCE,4.6,500000,Everyone,2018,3.0,1065.0
165,BOOKS_AND_REFERENCE,4.4,10000000,Everyone,2018,4.1,60713.4
166,BOOKS_AND_REFERENCE,4.4,1000000,Everyone,2018,4.0,8788.0
167,BOOKS_AND_REFERENCE,4.4,1000000,Everyone,2018,4.2,51269.0
168,BOOKS_AND_REFERENCE,4.4,1000000,Everyone,2018,4.0,30105.0
169,BOOKS_AND_REFERENCE,3.5,500000,Everyone,2018,2.2,156.0
170,BOOKS_AND_REFERENCE,4.4,10000000,Everyone 10+,2018,4.2,70991.6
171,BUSINESS,4.1,10000000,Everyone,2018,4.1,16129.0
172,BUSINESS,4.4,10000000,Everyone,2018,4.1,60713.4
173,BUSINESS,4.3,5000000,Everyone,2018,5.0,85185.0
174,BUSINESS,4.3,1000000,Everyone,2018,4.1,32584.0
175,BUSINESS,4.4,5000000,Everyone,2018,4.4,70991.0
176,BUSINESS,3.9,1000000,Everyone,2018,4.0,16589.0
177,BUSINESS,4.8,1000000,Everyone,2018,5.0,41741.8
178,BUSINESS,4.5,500000,Everyone,2018,4.1,4458.0
179,BUSINESS,4.4,10000000,Everyone,2018,4.1,62272.0
180,BUSINESS,4.0,5000000,Everyone,2018,4.0,8941.0
181,BUSINESS,4.3,1000000,Everyone,2016,1.5,46353.0
182,BUSINESS,4.2,10000000,Everyone,2018,4.1,88073.0
183,BUSINESS,4.5,1000000,Everyone,2018,4.3,67000.0
184,BUSINESS,4.2,10000000,Everyone,2018,4.1,81281.4
185,BUSINESS,4.2,5000000,Everyone,2018,4.1,30847.0
186,BUSINESS,4.6,5000000,Everyone,2018,4.0,80461.0
187,BUSINESS,4.1,5000000,Everyone,2018,4.1,11622.0
188,BUSINESS,4.6,5000000,Everyone,2018,4.1,95912.0
189,BUSINESS,3.9,1000000,Everyone,2018,4.1,45964.0
190,BUSINESS,4.3,1000000,Everyone,2018,4.1,14955.0
191,BUSINESS,4.1,1000000,Everyone,2018,4.1,6903.0
192,BUSINESS,4.4,10000000,Everyone,2018,4.0,31614.0
193,BUSINESS,4.1,5000000,Everyone,2018,4.1,23055.0
194,BUSINESS,4.1,1000000,Everyone,2018,4.1,19023.0
195,BUSINESS,4.5,5000000,Everyone,2018,4.0,30614.8
196,BUSINESS,4.4,100000,Everyone,2018,4.1,1225.0
197,BUSINESS,4.4,10000000,Everyone,2018,4.2,70991.6
198,BUSINESS,4.3,1000000,Everyone,2018,4.0,10600.0
199,BUSINESS,4.4,1000000,Everyone,2018,4.0,74359.0
200,BUSINESS,4.6,100000,Everyone,2018,4.0,822.0
201,BUSINESS,4.2,5000000,Everyone,2018,4.0,80805.0
202,BUSINESS,4.4,1000000,Everyone,2018,2.2,2287.0
203,BUSINESS,4.7,100000,Everyone,2018,4.0,4162.0
204,BUSINESS,3.9,5000000,Everyone,2018,4.1,23243.0
205,BUSINESS,4.3,1000000,Everyone,2018,4.1,8978.0
206,BUSINESS,4.4,1000000,Everyone,2018,4.1,42492.0
207,BUSINESS,4.7,10000000,Everyone,2017,3.0,86220.8
208,BUSINESS,4.5,10000000,Everyone,2018,4.1,103755.0
209,BUSINESS,4.2,1000000,Everyone,2018,4.1,46505.0
210,BUSINESS,4.7,100000,Everyone,2018,4.0,11442.0
211,BUSINESS,4.8,100000,Everyone,2017,3.0,10295.0
212,BUSINESS,4.2,50000,Everyone,2018,4.1,296.0
213,BUSINESS,4.3,5000000,Everyone,2018,4.0,29313.0
214,BUSINESS,4.4,5000000,Everyone,2018,4.1,51507.0
215,BUSINESS,4.1,100000,Everyone,2018,4.2,1802.0
216,BUSINESS,3.8,100000,Everyone,2018,5.0,1383.0
217,BUSINESS,4.3,1000000,Everyone,2018,4.1,23175.0
218,BUSINESS,3.8,500000,Everyone,2018,4.1,5868.0
219,BUSINESS,3.5,100000,Everyone,2018,4.1,2111.0
220,BUSINESS,4.1,500000,Everyone,2018,5.0,5448.0
221,BUSINESS,4.6,500000,Everyone,2018,4.0,4159.0
222,BUSINESS,4.3,1000000,Everyone,2018,5.0,20815.0
223,BUSINESS,4.5,1000000,Everyone,2018,4.4,78662.0
224,BUSINESS,4.1,1000000,Everyone,2018,4.0,7149.0
225,BUSINESS,4.5,100000,Everyone,2018,4.1,3079.0
226,BUSINESS,4.6,100000,Everyone,2018,4.1,5800.0
227,BUSINESS,4.0,1000000,Everyone,2018,4.4,6989.0
228,BUSINESS,4.2,1000000,Everyone,2018,4.1,16422.0
229,BUSINESS,4.4,10000000,Everyone,2018,4.3,58296.0
230,BUSINESS,4.0,100000,Everyone,2018,5.0,624.0
231,BUSINESS,4.2,100000,Everyone,2018,4.4,1661.0
232,BUSINESS,4.2,5000000,Everyone,2018,4.1,97702.0
233,BUSINESS,4.1,50000,Everyone,2018,4.0,308.0
234,BUSINESS,3.8,1000000,Everyone,2018,4.0,5211.0
235,BUSINESS,3.9,500000,Everyone,2018,5.0,1058.0
236,BUSINESS,3.9,10000000,Everyone,2018,4.1,78172.0
237,BUSINESS,4.2,5000000,Everyone,2018,4.0,80804.0
238,BUSINESS,4.4,5000000,Everyone,2018,4.1,51510.0
239,BUSINESS,4.5,10000,Everyone,2018,5.0,413.0
240,COMICS,4.5,10000000,Teen,2018,4.1,64582.8
241,COMICS,4.6,500000,Adults only 18+,2018,4.1,24005.0
242,COMICS,4.7,1000000,Teen,2018,4.1,57106.0
243,COMICS,4.7,500000,Everyone,2017,4.0,2249.0
244,COMICS,4.8,50000,Everyone,2018,4.4,516.0
245,COMICS,3.9,50000,Mature 17+,2018,4.1,834.0
246,COMICS,4.1,50000,Mature 17+,2018,4.1,1010.0
247,COMICS,4.4,1000000,Teen,2018,5.0,25676.0
248,COMICS,4.6,10000,Teen,2018,4.0,302.0
249,COMICS,4.5,10000,Everyone,2017,2.3,438.0
250,COMICS,4.7,10000,Everyone,2018,4.0,73.0
251,COMICS,4.4,10000,Everyone 10+,2018,4.2,39.0
252,COMICS,4.5,10000,Everyone,2018,4.0,144.0
253,COMICS,3.9,100000,Teen,2018,4.0,2181.0
254,COMICS,4.1,1000000,Mature 17+,2018,4.0,12088.0
255,COMICS,4.5,100000,Everyone,2018,4.1,314.0
256,COMICS,4.2,1000000,Teen,2018,4.1,25671.0
257,COMICS,4.2,1000000,Teen,2018,4.2,15194.0
258,COMICS,3.7,1000000,Teen,2018,4.4,22551.0
259,COMICS,4.5,1000000,Teen,2018,4.4,29839.0
260,COMICS,4.6,100000,Everyone,2017,4.0,279.0
261,COMICS,4.5,5000000,Everyone,2018,4.1,66462.8
262,COMICS,4.7,100000,Everyone,2018,4.1,1677.0
263,COMICS,4.4,10000,Teen,2018,4.1,757.0
264,COMICS,3.5,10000,Mature 17+,2018,5.0,115.0
265,COMICS,3.3,5000,Teen,2018,4.0,125.0
266,COMICS,4.5,500000,Everyone 10+,2018,4.1,9952.0
267,COMICS,4.4,1000000,Mature 17+,2018,4.1,18814.0
268,COMICS,4.2,5000,Everyone,2018,4.0,21.0
269,COMICS,5.0,1000,Everyone,2018,4.0,15.0
270,COMICS,4.4,5000000,Everyone,2018,2.3,51981.0
271,COMICS,4.7,10000,Teen,2018,4.0,3596.0
272,COMICS,4.4,50000,Everyone,2018,4.0,1006.0
273,COMICS,4.4,1000000,Everyone,2018,4.0,5968.0
274,COMICS,4.6,100000,Everyone,2018,4.4,4895.0
275,COMMUNICATION,4.3,10000000,Teen,2018,4.1,77089.6
276,COMMUNICATION,4.3,5000000,Everyone,2018,4.4,48444.8
277,COMMUNICATION,4.3,5000000,Everyone,2018,4.1,30209.0
278,COMMUNICATION,3.7,10000000,Everyone,2018,4.1,99559.0
279,COMMUNICATION,4.5,10000000,Everyone,2018,4.1,64582.8
280,COMMUNICATION,3.9,10000000,Everyone,2018,4.1,13698.0
281,COMMUNICATION,3.6,1000000,Everyone,2018,4.1,20769.0
282,COMMUNICATION,4.4,1000000,Everyone,2018,5.0,36880.0
283,COMMUNICATION,4.2,10000000,Everyone,2018,4.1,81281.4
284,COMMUNICATION,4.4,5000000,Everyone,2018,4.1,63543.0
285,COMMUNICATION,4.1,10000000,Everyone,2016,4.1,45487.0
286,COMMUNICATION,4.4,10000000,Mature 17+,2018,4.0,84578.4
287,COMMUNICATION,4.2,5000000,Everyone,2018,4.0,33053.0
288,COMMUNICATION,4.4,10000000,Everyone,2018,4.0,84578.4
289,COMMUNICATION,3.9,1000000,Everyone,2018,5.0,42370.0
290,COMMUNICATION,4.3,10000000,Everyone,2018,4.1,77089.6
291,COMMUNICATION,4.3,1000000,Everyone,2018,4.1,46702.0
292,COMMUNICATION,4.4,100000,Everyone,2018,4.1,2939.0
293,COMMUNICATION,3.7,10000000,Everyone,2018,4.1,13761.0
294,COMMUNICATION,4.3,10000000,Everyone,2018,4.1,77089.6
295,COMMUNICATION,3.9,10000000,Teen,2016,4.0,40751.0
296,COMMUNICATION,3.7,5000000,Everyone,2018,4.3,25021.0
297,COMMUNICATION,4.3,5000000,Everyone,2018,4.4,27187.0
298,COMMUNICATION,4.0,10000000,Everyone,2015,4.0,38689.8
299,COMMUNICATION,4.1,10000000,Everyone,2018,4.2,70851.6
300,COMMUNICATION,4.2,5000000,Everyone,2018,4.0,83239.0
301,COMMUNICATION,4.1,1000000,Everyone,2018,2.3,28238.0
302,COMMUNICATION,4.3,10000000,Everyone,2018,2.3,68474.2
303,COMMUNICATION,4.3,10000000,Everyone,2018,4.1,77089.6
304,COMMUNICATION,4.5,10000000,Everyone,2018,4.0,80814.4
305,COMMUNICATION,4.3,10000000,Everyone,2018,4.1,77089.6
306,COMMUNICATION,4.2,10000000,Everyone,2018,4.1,81281.4
307,COMMUNICATION,4.5,10000000,Everyone,2018,4.1,64582.8
308,COMMUNICATION,4.3,1000000,Everyone,2018,4.0,37320.0
309,COMMUNICATION,4.4,1000000,Everyone,2018,5.0,36893.0
310,COMMUNICATION,4.2,1000000,Everyone,2018,4.0,15880.0
311,COMMUNICATION,4.3,10000000,Everyone,2018,4.1,77089.6
312,COMMUNICATION,4.2,1000000,Everyone,2017,2.3,42925.0
313,COMMUNICATION,4.1,1000000,Everyone,2018,4.0,13100.0
314,COMMUNICATION,4.2,1000000,Everyone,2018,4.1,27156.0
315,COMMUNICATION,4.1,1000000,Everyone,2018,4.0,55098.0
316,COMMUNICATION,4.3,10000000,Everyone,2016,4.0,35613.4
317,COMMUNICATION,4.1,500000,Everyone,2017,4.0,12578.0
318,COMMUNICATION,4.2,500000,Everyone,2015,3.0,10965.0
319,COMMUNICATION,4.0,100000,Everyone,2018,4.1,18247.0
320,COMMUNICATION,4.2,10000000,Everyone,2018,4.0,49910.8
321,COMMUNICATION,4.2,10000000,Everyone,2017,2.1,86220.8
322,COMMUNICATION,4.3,1000000,Everyone,2018,4.0,72065.0
323,COMMUNICATION,4.4,1000000,Everyone,2018,4.0,27540.0
324,COMMUNICATION,4.2,5000000,Everyone,2018,4.0,104990.0
325,COMMUNICATION,4.4,10000000,Mature 17+,2018,5.0,57779.0
326,COMMUNICATION,4.1,1000000,Everyone,2018,4.0,17529.0
327,COMMUNICATION,4.2,10000000,Mature 17+,2018,5.0,60270.4
328,COMMUNICATION,4.8,1000000,Everyone,2018,4.0,30747.2
329,COMMUNICATION,4.4,1000000,Everyone,2017,2.1,32254.0
330,COMMUNICATION,4.4,10000000,Everyone,2018,4.1,60713.4
331,COMMUNICATION,4.4,10000000,Everyone,2018,4.1,60713.4
332,COMMUNICATION,4.0,5000000,Everyone,2018,4.1,60308.0
333,COMMUNICATION,4.5,10000000,Everyone,2018,4.1,64582.8
334,COMMUNICATION,4.4,5000000,Everyone,2018,4.1,93825.0
335,COMMUNICATION,4.1,1000000,Everyone,2018,4.1,32283.0
336,COMMUNICATION,4.2,1000000,Everyone,2018,4.0,15287.0
337,COMMUNICATION,4.5,5000000,Everyone,2018,4.1,66462.8
338,COMMUNICATION,4.3,1000000,Everyone,2018,4.1,14873.0
339,COMMUNICATION,4.0,1000000,Everyone,2016,2.3,9498.0
340,COMMUNICATION,4.2,5000000,Everyone,2018,4.0,88427.0
341,COMMUNICATION,4.5,10000000,Everyone,2018,4.1,64582.8
342,COMMUNICATION,4.6,1000000,Everyone,2018,4.1,50049.4
343,COMMUNICATION,4.1,1000000,Everyone,2018,4.1,20901.0
344,COMMUNICATION,4.0,1000000,Everyone,2018,5.0,22162.0
345,COMMUNICATION,4.2,10000000,Everyone,2014,2.0,76190.4
346,COMMUNICATION,4.1,10000,Everyone,2017,2.2,255.0
347,COMMUNICATION,4.3,5000000,Everyone,2018,4.0,41420.0
348,COMMUNICATION,4.2,1000000,Everyone,2018,4.1,44706.0
349,COMMUNICATION,4.3,500000,Everyone,2017,4.1,23707.0
350,COMMUNICATION,4.1,1000000,Everyone,2016,2.3,29208.0
351,COMMUNICATION,4.6,5000000,Everyone,2018,4.0,80461.0
352,DATING,4.2,10000,Mature 17+,2018,4.1,1545.0
353,DATING,3.5,100,Mature 17+,2017,4.0,2.0
354,DATING,4.0,10000000,Mature 17+,2018,4.1,62840.8
355,DATING,4.1,10000000,Mature 17+,2018,4.1,82166.6
356,DATING,3.7,10000000,Mature 17+,2018,4.1,76646.0
357,DATING,4.1,100000,Mature 17+,2018,4.1,2556.0
358,DATING,4.2,500000,Mature 17+,2018,5.0,7779.0
359,DATING,4.5,5000000,Mature 17+,2018,4.1,61637.0
360,DATING,4.4,1000000,Mature 17+,2018,4.1,12632.0
361,DATING,4.2,10000000,Mature 17+,2018,4.1,81281.4
362,DATING,4.0,1000000,Mature 17+,2018,4.4,48845.0
363,DATING,4.1,10000000,Mature 17+,2018,4.1,82166.6
364,DATING,4.4,5000000,Mature 17+,2018,4.0,60082.8
365,DATING,4.2,100000,Mature 17+,2018,4.4,4195.0
366,DATING,4.1,500000,Mature 17+,2018,4.1,11633.0
367,DATING,3.9,1000000,Mature 17+,2018,4.4,10212.0
368,DATING,4.3,1000000,Mature 17+,2018,4.1,37053.0
369,DATING,4.4,10000,Mature 17+,2018,4.1,667.0
370,DATING,3.5,1000000,Mature 17+,2018,4.1,13202.0
371,DATING,4.0,1000000,Mature 17+,2018,4.1,28671.0
372,DATING,3.3,100000,Mature 17+,2017,4.2,1157.0
373,DATING,4.5,10000000,Mature 17+,2018,4.1,64582.8
374,DATING,4.4,1000000,Mature 17+,2018,4.1,58738.4
375,DATING,4.1,100000,Mature 17+,2018,4.4,2067.0
376,DATING,3.9,500000,Mature 17+,2018,4.1,1643.0
377,DATING,3.9,5000,Mature 17+,2018,4.4,105.0
378,DATING,3.6,500000,Mature 17+,2018,4.1,3414.0
379,DATING,4.0,5000000,Mature 17+,2018,4.1,42194.0
380,DATING,3.6,1000000,Mature 17+,2018,4.0,11806.0
381,DATING,3.4,100000,Mature 17+,2017,4.2,1999.0
382,DATING,4.2,1000000,Mature 17+,2018,4.0,22544.0
383,DATING,4.1,1000000,Mature 17+,2018,4.0,97684.0
384,DATING,3.4,100000,Mature 17+,2018,4.4,2519.0
